Keyword,Name,Rating,Review_count,Price_range,Category,Address,Latitude,Longitude,Current_status,Next_status,Website,Scraped_at,Telephone,Tags,Detail_URL
"auto body shop Jersey City, NJ",Lou's Auto Repair,4.1,28,,Auto body shop,700 Communipaw Ave,40.719204,-74.076725,Open,Closes 7 PM,,2024-04-02 12:01:40,(201) 332-0105,,https://www.google.com/maps/place/Lou%27s+Auto+Repair/data=!4m7!3m6!1s0x89c250d7febbee83:0x4b41bcf4885c6d61!8m2!3d40.719204!4d-74.076725!16s%2Fg%2F1vvyy_7n!19sChIJg-67_tdQwokRYW1ciPS8QUs?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",God First Auto Body And Repair,4.4,210,,Auto body shop,835 Communipaw Ave,40.7213783,-74.0828399,Open,Closes 6 PM,http://www.godfirstautoservices.com/,2024-04-02 12:01:41,(201) 938-2886,,https://www.google.com/maps/place/God+First+Auto+Body+And+Repair/data=!4m7!3m6!1s0x89c25125b7cad7df:0xf3e965d84f78eff0!8m2!3d40.7213783!4d-74.0828399!16s%2Fg%2F11f6566j3s!19sChIJ39fKtyVRwokR8O94T9hl6fM?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",D & J Auto Repair,4.4,57,,Auto repair shop,148 Central Ave,40.7397459,-74.053414,Open,Closes 6:30 PM,,2024-04-02 12:01:42,(201) 792-7243,,https://www.google.com/maps/place/D+%26+J+Auto+Repair/data=!4m7!3m6!1s0x89c25738a8115a07:0xb88784f23f4322af!8m2!3d40.7397459!4d-74.053414!16s%2Fg%2F1vxvjs3k!19sChIJB1oRqDhXwokRryJDP_KEh7g?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Plaza Auto Body Inc.,5.0,21,,Auto body shop,700 Tonnelle Ave,40.7538348,-74.0561396,Open,Closes 5 PM,https://www.facebook.com/PlazaAutoBodyJc,2024-04-02 12:01:43,(201) 222-3050,,https://www.google.com/maps/place/Plaza+Auto+Body+Inc./data=!4m7!3m6!1s0x89c25712f44c2083:0xbd8092d447d8301b!8m2!3d40.7538348!4d-74.0561396!16s%2Fg%2F1tr7k987!19sChIJgyBM9BJXwokRGzDYR9SSgL0?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Ranero's Autobody,4.7,23,,Auto body shop,569 Ocean Ave,40.7057526,-74.0786978,Open now,,,2024-04-02 12:01:45,(201) 536-0900,,https://www.google.com/maps/place/Ranero%27s+Autobody/data=!4m7!3m6!1s0x89c2511e4089d179:0x82dd1d54dfff0258!8m2!3d40.7057526!4d-74.0786978!16s%2Fg%2F1tjgqhd2!19sChIJedGJQB5RwokRWAL_31Qd3YI?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",B & R Auto Body,3.2,13,,Auto body shop,18 Bayview Ave,40.7031191,-74.0770117,Open 24 hours,,,2024-04-02 12:01:46,(201) 433-2899,,https://www.google.com/maps/place/B+%26+R+Auto+Body/data=!4m7!3m6!1s0x89c2511d8ac94571:0xca8b57f58157a0c6!8m2!3d40.7031191!4d-74.0770117!16s%2Fg%2F1tdry6qp!19sChIJcUXJih1RwokRxqBXgfVXi8o?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",RENDIES Auto Repair,4.3,26,,Auto repair shop,458 Tonnelle Ave,40.7467338,-74.0616834,Open,Closes 6 PM,,2024-04-02 12:01:47,(201) 653-3585,,https://www.google.com/maps/place/RENDIES+Auto+Repair/data=!4m7!3m6!1s0x89c257162917ad95:0x1d49badb786153f8!8m2!3d40.7467338!4d-74.0616834!16s%2Fg%2F1w1132l5!19sChIJla0XKRZXwokR-FNheNu6SR0?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",J G Auto Repair,4.8,81,,Auto repair shop,89 Fleet St,40.734948,-74.055918,Open,Closes 5 PM,,2024-04-02 12:01:48,(201) 963-8414,,https://www.google.com/maps/place/J+G+Auto+Repair/data=!4m7!3m6!1s0x89c257379add08eb:0x90be996ed0c0905d!8m2!3d40.734948!4d-74.055918!16s%2Fg%2F1260j__8z!19sChIJ6wjdmjdXwokRXZDA0G6ZvpA?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Dings Auto Services,4.4,49,,Auto repair shop,1780 John F. Kennedy Blvd,40.7011224,-74.0927112,Open,Closes 5:30 PM,,2024-04-02 12:01:50,(201) 333-1211,,https://www.google.com/maps/place/Dings+Auto+Services/data=!4m7!3m6!1s0x89c2510e21027603:0x3e024f0c8780d08e!8m2!3d40.7011224!4d-74.0927112!16s%2Fg%2F1tfscrtt!19sChIJA3YCIQ5RwokRjtCAhwxPAj4?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ","Tonnelle Auto Repair, LLC",4.7,47,,Auto repair shop,505 Tonnelle Ave,40.7483474,-74.0615817,Open,Closes 6 PM,,2024-04-02 12:01:51,(201) 963-5831,,"https://www.google.com/maps/place/Tonnelle+Auto+Repair,+LLC/data=!4m7!3m6!1s0x89c2571644a8dfc7:0x67844d759a03293a!8m2!3d40.7483474!4d-74.0615817!16s%2Fg%2F1tx47z7c!19sChIJx9-oRBZXwokROikDmnVNhGc?authuser=0&hl=en&rclk=1"
"auto body shop Jersey City, NJ",Statewide Auto Body Shop Inc,No reviews,,,Auto body shop,311 Grant Ave,40.7144182,-74.0891935,Open,Closes 5:30 PM,,2024-04-02 12:01:52,(201) 451-1111,,https://www.google.com/maps/place/Statewide+Auto+Body+Shop+Inc/data=!4m7!3m6!1s0x89c25123de9659a7:0xb3ddca696baad948!8m2!3d40.7144182!4d-74.0891935!16s%2Fg%2F1tg_bd98!19sChIJp1mW3iNRwokRSNmqa2nK3bM?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",J&K Auto Repair,4.6,14,,Auto repair shop,,40.7129204,-74.0820259,Open,Closes 5:30 PM,,2024-04-02 12:01:53,(201) 915-9700,,https://www.google.com/maps/place/J%26K+Auto+Repair/data=!4m7!3m6!1s0x89c251216fd7201d:0x3fd87cd78c529d9c!8m2!3d40.7129204!4d-74.0820259!16s%2Fg%2F11f122ld3c!19sChIJHSDXbyFRwokRnJ1SjNd82D8?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Chariot Auto Repair,4.4,239,,Auto repair shop,71 Coles St,40.7245099,-74.0474702,Open,Closes 6 PM,https://www.autorepairjerseycity.com/,2024-04-02 12:01:55,(201) 824-3352,,https://www.google.com/maps/place/Chariot+Auto+Repair/data=!4m7!3m6!1s0x89c250b3546f6d71:0x4221afcddbfa4b76!8m2!3d40.7245099!4d-74.0474702!16s%2Fg%2F1hc1lkwmv!19sChIJcW1vVLNQwokRdkv6282vIUI?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Mike's Auto Service,4.2,39,,Auto repair shop,850 Communipaw Ave,40.7218504,-74.0830431,Open,Closes 7 PM,http://www.mikesautonynj.com/,2024-04-02 12:01:56,(201) 706-2203,,https://www.google.com/maps/place/Mike%27s+Auto+Service/data=!4m7!3m6!1s0x89c2512f31f775e5:0x988f4e4b8c64bd73!8m2!3d40.7218504!4d-74.0830431!16s%2Fg%2F11bxjpbf_9!19sChIJ5XX3MS9RwokRc71kjEtOj5g?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",A & L Auto Body,4.1,52,,Auto body shop,480 - 486 Tonnelle Ave,40.7473739,-74.0612455,Open 24 hours,,,2024-04-02 12:01:57,(201) 792-4606,,https://www.google.com/maps/place/A+%26+L+Auto+Body/data=!4m7!3m6!1s0x89c2574acc123095:0xf9a988cf82315fbc!8m2!3d40.7473739!4d-74.0612455!16s%2Fg%2F1tf2yq87!19sChIJlTASzEpXwokRvF8xgs-Iqfk?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Rendies Refinishing,4.1,62,,Auto body shop,516 Tonnelle Ave,40.748701,-74.060493,Open,Closes 6 PM,,2024-04-02 12:01:58,(201) 653-3585,,https://www.google.com/maps/place/Rendies+Refinishing/data=!4m7!3m6!1s0x89c2571646c9ed01:0x169ab5cffbb604a3!8m2!3d40.748701!4d-74.060493!16s%2Fg%2F1tftg6t1!19sChIJAe3JRhZXwokRowS2-8-1mhY?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Pica's Automotive Service Center Inc,4.0,59,,Auto repair shop,90 NJ-139,40.7367454,-74.0581012,Open,Closes 5:30 PM,,2024-04-02 12:02:00,(201) 798-5566,,https://www.google.com/maps/place/Pica%27s+Automotive+Service+Center+Inc/data=!4m7!3m6!1s0x89c3b5e8cec5ea13:0x76e3cd2c9deb905b!8m2!3d40.7367454!4d-74.0581012!16s%2Fg%2F1tnmsnxn!19sChIJE-rFzui1w4kRW5DrnSzN43Y?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Hoyos Auto Repair,4.3,113,,Auto repair shop,532 Mercer St,40.726047,-74.0655638,Open,Closes 6 PM,,2024-04-02 12:02:01,(201) 435-0635,,https://www.google.com/maps/place/Hoyos+Auto+Repair/data=!4m7!3m6!1s0x89c250d29ebaedb5:0xeb93eaf28eadd1ad!8m2!3d40.726047!4d-74.0655638!16s%2Fg%2F1260j_cr3!19sChIJte26ntJQwokRrdGtjvLqk-s?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Ramzi Auto Repair,4.3,57,,Auto repair shop,3375 John F. Kennedy Blvd,40.7476944,-74.0565187,Open,Closes 6 PM,,2024-04-02 12:02:02,(201) 420-6565,,https://www.google.com/maps/place/Ramzi+Auto+Repair/data=!4m7!3m6!1s0x89c2578d7cbd47df:0x52501be32c79b7cb!8m2!3d40.7476944!4d-74.0565187!16s%2Fg%2F11sdzbzkkd!19sChIJ30e9fI1XwokRy7d5LOMbUFI?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Santos Auto Repair,4.8,24,,Auto repair shop,126 Logan Ave,40.7346146,-74.0775148,Open now,,,2024-04-02 12:02:03,,,https://www.google.com/maps/place/Santos+Auto+Repair/data=!4m7!3m6!1s0x89c256d6056bb591:0x6d934f8d263cb66!8m2!3d40.7346146!4d-74.0775148!16s%2Fg%2F1tfcd2gn!19sChIJkbVrBdZWwokRZstj0vg02QY?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Chapel Automotive Diagnostics,4.9,227,,Auto repair shop,270 Chapel Ave,40.69815,-74.08759,Open,Closes 6 PM,https://www.chapelautomotivediagnostics.com/,2024-04-02 12:02:05,(201) 360-0104," 
""Small shop but they give you your money's worth trustworthy mechanics""",https://www.google.com/maps/place/Chapel+Automotive+Diagnostics/data=!4m7!3m6!1s0x89c251059c394575:0x31ded5874fa0a865!8m2!3d40.69815!4d-74.08759!16s%2Fg%2F1262y4697!19sChIJdUU5nAVRwokRZaigT4fV3jE?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Zayden’s Auto Repair Services,4.3,104,,Auto repair shop,458 Tonnelle Ave,40.7466985,-74.0614617,Open,Closes 6 PM,https://zaydens-auto-repair-services.business.site/,2024-04-02 12:02:07,(201) 222-6161," 
""Great shop and nice prices, with good customer service too👍🏽👍🏽""",https://www.google.com/maps/place/Zayden%E2%80%99s+Auto+Repair+Services/data=!4m7!3m6!1s0x89c257ad3f0e4aa5:0xacebd16abd34463c!8m2!3d40.7466985!4d-74.0614617!16s%2Fg%2F11gjt873yy!19sChIJpUoOP61XwokRPEY0vWrR66w?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",West Side Automotive,4.5,30,,Auto repair shop,396 West Side Ave,40.7150097,-74.0872993,Open,Closes 6 PM,,2024-04-02 12:02:08,(201) 451-6739," 
""Very good shop they know what they're doing keep up the good work""",https://www.google.com/maps/place/West+Side+Automotive/data=!4m7!3m6!1s0x89c2512348b8ab9f:0x21d8f4cc9a72b91f!8m2!3d40.7150097!4d-74.0872993!16s%2Fg%2F1tf_p6br!19sChIJn6u4SCNRwokRH7lymsz02CE?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Basoekie Auto Repair Inc,3.5,6,,Auto repair shop,76 Fisk St,40.7144775,-74.09375,,,,2024-04-02 12:02:09,,,https://www.google.com/maps/place/Basoekie+Auto+Repair+Inc/data=!4m7!3m6!1s0x89c2513e9c38cbd7:0xad4d3cfa5a7b8e88!8m2!3d40.7144775!4d-74.09375!16s%2Fg%2F1hc440_l4!19sChIJ18s4nD5RwokRiI57Wvo8Ta0?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Carlito's Auto Repair,4.1,16,,Auto repair shop,311 Bergen Ave,40.7129276,-74.0820592,Open 24 hours,,,2024-04-02 12:02:10,(201) 915-9700,,https://www.google.com/maps/place/Carlito%27s+Auto+Repair/data=!4m7!3m6!1s0x89c2512171f67227:0x441da22569b2742a!8m2!3d40.7129276!4d-74.0820592!16s%2Fg%2F1tcw92lw!19sChIJJ3L2cSFRwokRKnSyaSWiHUQ?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Adel's Auto Repair Inc,4.7,12,,Auto repair shop,781 Communipaw Ave,40.7203851,-74.0803952,,,,2024-04-02 12:02:11,," 
""They are the most reliable shop for honesty.""",https://www.google.com/maps/place/Adel%27s+Auto+Repair+Inc/data=!4m7!3m6!1s0x89c251288c17c1e7:0xdc6bb31afd1656c5!8m2!3d40.7203851!4d-74.0803952!16s%2Fg%2F1thq1m7n!19sChIJ58EXjChRwokRxVYW_Rqza9w?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",G & T Auto Imports,4.8,158,,Auto repair shop,772 Communipaw Ave,40.7205255,-74.0801165,Open,Closes 5 PM,https://www.facebook.com/G-T-Auto-Imports-167489263267994/,2024-04-02 12:02:13,(201) 434-0197," 
""Really happy I went here and will definitely be my go-to shop from now on!""",https://www.google.com/maps/place/G+%26+T+Auto+Imports/data=!4m7!3m6!1s0x89c251288af7a447:0x5a6970be73291486!8m2!3d40.7205255!4d-74.0801165!16s%2Fg%2F1vnrly5w!19sChIJR6T3iihRwokRhhQpc75waVo?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Summit Automotive Corporation,4.8,79,,Auto repair shop,475 Pavonia Ave,40.7296507,-74.0560404,Open,Closes 5 PM,,2024-04-02 12:02:14,(201) 659-5872," 
""Had a really positive experience with this shop.""",https://www.google.com/maps/place/Summit+Automotive+Corporation/data=!4m7!3m6!1s0x89c25735b63eb147:0xaf47427c0f41e129!8m2!3d40.7296507!4d-74.0560404!16s%2Fg%2F1tdr46qy!19sChIJR7E-tjVXwokRKeFBD3xCR68?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",American Body Work & Collision,4.7,22,,Auto body shop,487 Tonnelle Ave,40.7478803,-74.0616056,,,,2024-04-02 12:02:15,," 
""I went to 5 different body shops in JC for an estimate.""",https://www.google.com/maps/place/American+Body+Work+%26+Collision/data=!4m7!3m6!1s0x89c257164794abd3:0xadd3c5ada21a3898!8m2!3d40.7478803!4d-74.0616056!16s%2Fg%2F1tm8fx4q!19sChIJ06uURxZXwokRmDgaoq3F060?authuser=0&hl=en&rclk=1
"auto body shop Jersey City, NJ",Punjab Auto Repair,4.2,121,,Auto repair shop,23 Brook St,40.7185768,-74.0549308,Temporarily closed,,,2024-04-02 12:02:16,(201) 239-0600,,https://www.google.com/maps/place/Punjab+Auto+Repair/data=!4m7!3m6!1s0x89c2574a9312368d:0xaa1ee595c317ae22!8m2!3d40.7185768!4d-74.0549308!16s%2Fg%2F11bc7nsn62!19sChIJjTYSk0pXwokRIq4Xw5XlHqo?authuser=0&hl=en&rclk=1
