Keyword,Name,Rating,Review_count,Price_range,Category,Address,Latitude,Longitude,Current_status,Next_status,Website,Scraped_at,Telephone,Tags,Detail_URL
Auto body repair shop bronx ny,Eastchester Auto Body,4.6,39,,Auto repair shop,1816 Eastchester Rd,40.8491642,-73.844852,Open,Closes 5 PM,,2024-03-04 14:51:53,(718) 828-4789,,https://www.google.com/maps/place/Eastchester+Auto+Body/data=!4m7!3m6!1s0x89c2f4ab821c2f15:0x4dddab47b1ea8452!8m2!3d40.8491642!4d-73.844852!16s%2Fg%2F1wf22swk!19sChIJFS8cgqv0wokRUoTqsUer3U0?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Natal auto body repair,4.6,74,,Auto body shop,704 Hunts Point Ave,40.8148656,-73.8858492,Open,Closes 6 PM,,2024-03-04 14:51:54,(718) 840-9221," 
""Natal auto repair inc, went out of business""",https://www.google.com/maps/place/Natal+auto+body+repair/data=!4m7!3m6!1s0x89c2f3cec2a6f10d:0x2cfc23c17cb8b98e!8m2!3d40.8148656!4d-73.8858492!16s%2Fg%2F11mws1k9qd!19sChIJDfGmws7zwokRjrm4fMEj_Cw?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Dynamic collision,4.7,80,,Auto body shop,1940 Jerome Ave,40.8508836,-73.9096657,Open,Closes 6 PM,https://dynamiccollision.business.site/?utm_source=gmb&utm_medium=referral,2024-03-04 14:51:55,(718) 676-0760," 
""Supply chain shortages meant repairing to get it done in a reasonable time.""",https://www.google.com/maps/place/Dynamic+collision/data=!4m7!3m6!1s0x89c2f57b3c1edfa1:0x3db57e65ff28a3e0!8m2!3d40.8508836!4d-73.9096657!16s%2Fg%2F11j67v5dgm!19sChIJod8ePHv1wokR4KMo_2V-tT0?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Anthony Auto Body Corp,4.8,20,,Auto body shop,1400 Commerce Ave,40.8385745,-73.8415158,Open,Closes 6 PM,https://anthony-auto-body-corp.business.site/?utm_source=gmb&utm_medium=referral,2024-03-04 14:51:57,(718) 597-8398," 
""... to be done and gave me a great price on the repairs needed.""",https://www.google.com/maps/place/Anthony+Auto+Body+Corp/data=!4m7!3m6!1s0x89c28b978541b519:0x169e53c48bc9961f!8m2!3d40.8385745!4d-73.8415158!16s%2Fg%2F11f8hlf3dt!19sChIJGbVBhZeLwokRH5bJi8RTnhY?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Amaro Auto Body Repair,3.8,49,,Auto body shop,872 E 149th St,40.8113323,-73.9035562,Open,Closes 7 PM,,2024-03-04 14:51:58,(347) 961-2342," 
""Amaro repair was excellent""",https://www.google.com/maps/place/Amaro+Auto+Body+Repair/data=!4m7!3m6!1s0x89c2f5baf5d0ee47:0xc5f98a4013e5bbac!8m2!3d40.8113323!4d-73.9035562!16s%2Fg%2F1tnqhy3y!19sChIJR-7Q9br1wokRrLvlE0CK-cU?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Riverside Auto Body,4.4,29,,Auto body shop,4246 Park Ave,40.8484083,-73.8985215,Open,Closes 7:30 PM,,2024-03-04 14:51:59,(718) 466-2666,,https://www.google.com/maps/place/Riverside+Auto+Body/data=!4m7!3m6!1s0x89c2f465ba903d59:0xa7d3b2f2e4185429!8m2!3d40.8484083!4d-73.8985215!16s%2Fg%2F1thss9qd!19sChIJWT2QumX0wokRKVQY5PKy06c?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,boston road auto body nyc,4.3,6,,Auto body shop,2525 Boston Rd,40.8640108,-73.8648072,Open,Closes 5 PM,,2024-03-04 14:52:00,(347) 346-9015,,https://www.google.com/maps/place/boston+road+auto+body+nyc/data=!4m7!3m6!1s0x89c2f3a84bda1929:0x2c444894832319f2!8m2!3d40.8640108!4d-73.8648072!16s%2Fg%2F11kg65y2s8!19sChIJKRnaS6jzwokR8hkjg5RIRCw?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Personal Touch Auto Body,3.9,67,,Auto body shop,2500 Boston Rd,40.863362,-73.8649159,Open,Closes 5 PM,http://www.personaltouchautobodyny.com/,2024-03-04 14:52:01,(718) 652-3383," 
""All of my repairs were done on time.""",https://www.google.com/maps/place/Personal+Touch+Auto+Body/data=!4m7!3m6!1s0x89c2f35d8f0f906b:0x33a9210b7d3af87a!8m2!3d40.863362!4d-73.8649159!16s%2Fg%2F1tmxryzk!19sChIJa5APj13zwokRevg6fQshqTM?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Universe Auto Body,4.2,74,,Auto body shop,1825 Givan Ave,40.876695,-73.8398312,Open,Closes 5 PM,,2024-03-04 14:52:03,(718) 379-2100," 
""They are your go to place if you want your auto body repair needs satisfied.""",https://www.google.com/maps/place/Universe+Auto+Body/data=!4m7!3m6!1s0x89c28df905ac60f7:0x5173c8fb0008ba39!8m2!3d40.876695!4d-73.8398312!16s%2Fg%2F11j37x77p7!19sChIJ92CsBfmNwokROboIAPvIc1E?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Valanca Auto Concepts,4.1,108,,Auto body shop,1171 Zerega Ave,40.8324342,-73.8452333,Open,Closes 5 PM,https://valanca.com/,2024-03-04 14:52:04,(718) 828-2111," 
""I definitely will recommend them for any car repair.""",https://www.google.com/maps/place/Valanca+Auto+Concepts/data=!4m7!3m6!1s0x89c2f4ca507d154b:0x20b4c23bbf820082!8m2!3d40.8324342!4d-73.8452333!16s%2Fg%2F1tdyx8_n!19sChIJSxV9UMr0wokRggCCvzvCtCA?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Italy A&F Auto Repair,4.9,115,,Auto body shop,1539 Stillwell Ave,40.8541038,-73.8425929,Open,Closes 5 PM,https://www.italyautorepair.com/,2024-03-04 14:52:05,(718) 409-5459," 
""100% great place to get your car repaired!""
 
BOOK ONLINE",https://www.google.com/maps/place/Italy+A%26F+Auto+Repair/data=!4m7!3m6!1s0x89c2f3555aab23e5:0x47d09a4b7f149113!8m2!3d40.8541038!4d-73.8425929!16s%2Fg%2F11xc65kq0!19sChIJ5SOrWlXzwokRE5EUf0ua0Ec?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,R N & AC Body Shop Inc,4.3,34,,Auto body shop,909 Sacket Ave,40.843338,-73.8554453,Open,Closes 5 PM,https://www.carwise.com/auto-body-shops/r-n-ac-body-shop-inc-bronx-ny-10462/507480,2024-03-04 14:52:06,(718) 792-5323," 
""Excellent car repair and services.""",https://www.google.com/maps/place/R+N+%26+AC+Body+Shop+Inc/data=!4m7!3m6!1s0x89c2f4baf3928a2d:0x6bab373bef105ed9!8m2!3d40.843338!4d-73.8554453!16s%2Fg%2F1tj9v82s!19sChIJLYqS87r0wokR2V4Q7zs3q2s?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Evolution Auto Body,4.4,47,,Auto body shop,1345 Cromwell Ave,40.8396364,-73.9206396,Open,Closes 5 PM,,2024-03-04 14:52:08,(718) 861-4848,,https://www.google.com/maps/place/Evolution+Auto+Body/data=!4m7!3m6!1s0x89c2f4f405e34a97:0x2ec1d554fe1552a2!8m2!3d40.8396364!4d-73.9206396!16s%2Fg%2F11bxbb07x0!19sChIJl0rjBfT0wokRolIV_lTVwS4?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,1 stop auto body & collision inc.,3.3,13,,Auto body shop,523c Bruckner Blvd,40.8126378,-73.9017922,Open,Closes 5:30 PM,https://1-stop-auto-body-collision-inc.business.site/?utm_source=gmb&utm_medium=referral,2024-03-04 14:52:09,(347) 758-7122," 
""I needed a new paint job and Jay got it done!""",https://www.google.com/maps/place/1+stop+auto+body+%26+collision+inc./data=!4m7!3m6!1s0x89c2f5c69aa0cae3:0x9e4e17b06d1a7d44!8m2!3d40.8126378!4d-73.9017922!16s%2Fg%2F11kmcfl9md!19sChIJ48qgmsb1wokRRH0abbAXTp4?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,MATH AUTO BODY 1,4.3,38,,Auto body shop,544 Casanova St,40.8120918,-73.8840713,Open,Closes 6 PM,,2024-03-04 14:52:10,(347) 758-6224," 
""Math auto body shop is the best repair shop I know at this point !""",https://www.google.com/maps/place/MATH+AUTO+BODY+1/data=!4m7!3m6!1s0x89c2f5e0e98d030f:0x8427e6c880a79d2e!8m2!3d40.8120918!4d-73.8840713!16s%2Fg%2F11gsb97myg!19sChIJDwON6eD1wokRLp2ngMjmJ4Q?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,RG Auto Collision 11 Corp,4.8,12,,Auto body shop,1691 Carter Ave,40.844004,-73.9039,Open,Closes 5:30 PM,,2024-03-04 14:52:11,(917) 801-4040,,https://www.google.com/maps/place/RG+Auto+Collision+11+Corp/data=!4m7!3m6!1s0x89c2f469b5883e6d:0xaf618e0b82262c93!8m2!3d40.844004!4d-73.9039!16s%2Fg%2F11b6lj99fk!19sChIJbT6ItWn0wokRkywmgguOYa8?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,A & R Auto Collision & Repair,3.5,42,,Auto body shop,1617 Stillwell Ave,40.8555606,-73.8408473,Open,Closes 6 PM,,2024-03-04 14:52:12,(347) 691-3861,,https://www.google.com/maps/place/A+%26+R+Auto+Collision+%26+Repair/data=!4m7!3m6!1s0x89c28caad92302ab:0x24ec587bb4a521b!8m2!3d40.8555606!4d-73.8408473!16s%2Fg%2F1vp702_8!19sChIJqwIj2aqMwokRG1JKu4fFTgI?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Custom Auto Tech.,4.8,111,,Auto body shop,1600 Stillwell Ave,40.8550277,-73.8408955,Open,Closes 6 PM,https://custom-auto-collision-inc.business.site/,2024-03-04 14:52:15,(347) 810-7803,"  ""Owner  Mike and his TEAM are magicians  in the body repair  business.""",https://www.google.com/maps/place/Custom+Auto+Tech./data=!4m7!3m6!1s0x89c28caadb124e6b:0xf8962d286cd3e275!8m2!3d40.8550277!4d-73.8408955!16s%2Fg%2F11ddwtpzxp!19sChIJa04S26qMwokRdeLTbCgtlvg?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,AAA AUTO COLLISION,4.8,38,,Auto body shop,2267 Givan Ave,40.8809129,-73.8266286,Open,Closes 6:30 PM,,2024-03-04 14:52:16,(718) 655-8720," 
""Took my car there for repairs after a car accident that I had.""",https://www.google.com/maps/place/AAA+AUTO+COLLISION/data=!4m7!3m6!1s0x89c28cc4d2def193:0x97f28cf137a96abb!8m2!3d40.8809129!4d-73.8266286!16s%2Fg%2F11hbl9vtxn!19sChIJk_He0sSMwokRu2qpN_GM8pc?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,JL Auto Collision,3.9,7,,Auto body shop,1829 Jerome Ave,40.8497013,-73.911178,Open,Closes 7 PM,,2024-03-04 14:52:17,(718) 299-0296,,https://www.google.com/maps/place/JL+Auto+Collision/data=!4m7!3m6!1s0x89c2f46cc0f419e1:0x81d1826aa011cdf4!8m2!3d40.8497013!4d-73.911178!16s%2Fg%2F11c1l91h_z!19sChIJ4Rn0wGz0wokR9M0RoGqC0YE?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,King Automobile Body,5.0,16,,Auto body shop,905 Sacket Ave,40.8433204,-73.8555538,Open,Closes 7 PM,,2024-03-04 14:52:18,(718) 684-2323,,https://www.google.com/maps/place/King+Automobile+Body/data=!4m7!3m6!1s0x89c2f4baf6ac8b39:0x22da5d9c92ebf19e!8m2!3d40.8433204!4d-73.8555538!16s%2Fg%2F1tgjm6q1!19sChIJOYus9rr0wokRnvHrkpxd2iI?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Calecas Auto Repair,4.0,44,,Auto body shop,2236 Cross Bronx Service Rd N,40.8295053,-73.8489764,Open,Closes 7 PM,,2024-03-04 14:52:19,(718) 829-2560,,https://www.google.com/maps/place/Calecas+Auto+Repair/data=!4m7!3m6!1s0x89c2f4cc11ccfe7f:0x294fc4328075347d!8m2!3d40.8295053!4d-73.8489764!16s%2Fg%2F1tc_50jn!19sChIJf_7MEcz0wokRfTR1gDLETyk?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Tower Body Shop,4.3,62,,Auto body shop,1415 Cromwell Ave,40.8414001,-73.919548,Open,Closes 5 PM,http://www.liverynyc.com/,2024-03-04 14:52:20,(718) 293-6900,,https://www.google.com/maps/place/Tower+Body+Shop/data=!4m7!3m6!1s0x89c2f5f0ed56e6c9:0x1d8a0546986e80ba!8m2!3d40.8414001!4d-73.919548!16s%2Fg%2F11h59s4pk2!19sChIJyeZW7fD1wokRuoBumEYFih0?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,T.Cool's Auto Body,4.7,62,,Auto body shop,1605 E 233rd St,40.8893553,-73.8292707,Open,Closes 10 PM,,2024-03-04 14:52:21,(917) 335-6227," 
""... Norwalk etc they charging me like 1000$ for small repair.one of my ...""",https://www.google.com/maps/place/T.Cool%27s+Auto+Body/data=!4m7!3m6!1s0x89c28cd83c72f051:0xcb2d3b55e36b64c8!8m2!3d40.8893553!4d-73.8292707!16s%2Fg%2F1tlbvm_t!19sChIJUfByPNiMwokRyGRr41U7Lcs?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Finest Auto Body,4.2,86,,Auto repair shop,3111 E Tremont Ave,40.8385487,-73.8351486,Closes soon,4:30 PMOpens 8 AM Tue,http://www.finestab.com/,2024-03-04 14:52:23,(718) 931-1752," 
""Repairs were made in a timely matter.""",https://www.google.com/maps/place/Finest+Auto+Body/data=!4m7!3m6!1s0x89c28b4ebb4f9757:0x7ec464edf633e21d!8m2!3d40.8385487!4d-73.8351486!16s%2Fg%2F1tdjxyp6!19sChIJV5dPu06LwokRHeIz9u1kxH4?authuser=0&hl=en&rclk=1
Auto body repair shop bronx ny,Point Auto Repair,4.7,33,,Auto body shop,662 Hunts Point Ave,40.8136244,-73.8846569,Open,Closes 6 PM,,2024-03-04 14:52:24,(646) 407-3698,,https://www.google.com/maps/place/Point+Auto+Repair/data=!4m7!3m6!1s0x89c2f50692a0ac05:0xc95fe9e2bf8a8a48!8m2!3d40.8136244!4d-73.8846569!16s%2Fg%2F1tj58pz6!19sChIJBaygkgb1wokRSIqKv-LpX8k?authuser=0&hl=en&rclk=1
